"Player_initial_last";"tournament id";"pos";"strokes";"n_rounds";"made_cut";"sg_ott";"sg_app";"sg_arg";"sg_putt";"sg_total"
"C. Davis";401353196;"64";280;4;1;0.37;-1.37;-0.89;0.33;-1.57
"C. Hoffman";401353196;"68";281;4;1;1.03;-1.32;-0.41;-1.12;-1.82
"C. Kirk";401353196;"14";269;4;1;-0.14;0.01;0.14;1.17;1.18
"C. Morikawa";401353196;"2";264;4;1;0.31;1.22;-0.06;0.96;2.43
"C. Ortiz";401353196;"25";271;4;1;0.28;1.14;0.1;-0.84;0.68
"C. Schwartzel";401353196;"77";295;4;1;-1.92;-0.38;-0.7;-2.31;-5.32
"C. Smith";401353196;"9";268;4;1;0.2;0.55;-0.01;0.68;1.43
"C. Tringale";401353196;"59";278;4;1;0.09;-0.86;-0.09;-0.2;-1.07
"D. Johnson";401353196;"45";274;4;1;-0.13;-0.07;-0.18;0.31;-0.07
"E. Grillo";401353196;"18";270;4;1;0.28;0.5;0.53;-0.38;0.93
"G. Woodland";401353196;"9";268;4;1;1.25;0.21;0.13;-0.15;1.43
"H. English";401353196;"NA";209;3;1;-1.79;0.84;0.26;-0.41;-1.1
"H. Higgs";401353196;"9";268;4;1;-0.33;1.0;-0.74;1.5;1.43
"H. Kim";401353196;"75";284;4;1;0.65;-0.65;-1.38;-1.2;-2.57
"H. Matsuyama";401353196;"59";278;4;1;0.28;0.78;0.26;-2.39;-1.07
"H. Swafford";401353196;"32";272;4;1;0.35;0.99;-0.45;-0.45;0.43
"H. Varner III";401353196;"32";272;4;1;0.59;0.98;0.08;-1.22;0.43
"I. Poulter";401353196;"18";270;4;1;-0.27;0.2;0.54;0.46;0.93
"J. Day";401353196;"64";280;4;1;-0.82;-0.33;-0.43;0.01;-1.57
"J. Kim";401353196;"49";275;4;1;-0.27;-0.13;-0.69;0.77;-0.32
"J. Kokrak";401353196;"54";276;4;1;-1.04;-0.56;0.04;0.99;-0.57
"J. Lee";401353196;"68";281;4;1;0.35;-1.8;-1.2;0.84;-1.82
"J. Niemann";401353196;"45";274;4;1;0.28;0.14;0.63;-1.11;-0.07
"J. Rose";401353196;"57";277;4;1;-0.3;-0.2;-0.61;0.29;-0.82
"J. Spieth";401353196;"18";270;4;1;1.01;-0.49;0.39;0.02;0.93
"J. Thomas";401353196;"18";270;4;1;0.23;0.9;0.55;-0.74;0.93
"J. Vegas";401353196;"14";269;4;1;0.63;0.52;0.14;-0.1;1.18
"K. Bradley";401353196;"32";272;4;1;0.41;-0.42;-0.11;0.55;0.43
"K. Kisner";401353196;"54";276;4;1;0.41;-1.27;0.58;-0.29;-0.57
"K. Lee";401353196;"25";271;4;1;-0.52;1.04;-0.26;0.41;0.68
"K. Mitchell";401353196;"3";266;4;1;0.36;0.03;0.2;1.35;1.93
"K. Na";401353196;"49";275;4;1;-0.51;-1.01;0.29;0.92;-0.32
"K. Streelman";401353196;"49";275;4;1;-0.58;0.55;0.11;-0.39;-0.32
"L. Glover";401353196;"45";274;4;1;0.63;0.35;-0.65;-0.41;-0.07
"L. Oosthuizen";401353196;"38";273;4;1;0.97;-0.15;0.41;-1.04;0.18
"M. Homa";401353196;"72";282;4;1;-0.69;-1.1;0.55;-0.82;-2.07
"M. Hughes";401353196;"25";271;4;1;-0.28;-0.25;0.18;1.03;0.68
"M. Jones";401353196;"38";273;4;1;0.43;-0.41;0.18;-0.02;0.18
"M. Leishman";401353196;"38";273;4;1;-0.34;-0.04;0.66;-0.11;0.18
"M. McNealy";401353196;"38";273;4;1;-0.15;-0.3;0.23;0.4;0.18
"P. Casey";401353196;"25";271;4;1;-0.37;0.0;-0.11;1.17;0.68
"P. Kizzire";401353196;"64";280;4;1;-0.3;-0.14;-0.27;-0.86;-1.57
"P. Reed";401353196;"68";281;4;1;-1.3;-0.53;-0.12;0.14;-1.82
"R. Fowler";401353196;"3";266;4;1;1.38;0.31;0.56;-0.32;1.93
"R. Henley";401353196;"25";271;4;1;0.43;1.29;0.23;-1.26;0.68
"R. Hojgaard";401353196;"63";279;4;1;-0.1;-0.55;0.14;-0.8;-1.32
"R. Streb";401353196;"9";268;4;1;0.38;-0.23;0.58;0.7;1.43
"S. Burns";401353196;"5";267;4;1;-0.09;1.06;0.23;0.49;1.68
"S. Cink";401353196;"49";275;4;1;-0.65;1.26;-0.17;-0.75;-0.32
"S. Garcia";401353196;"25";271;4;1;0.77;-0.47;0.47;-0.09;0.68
"S. Im";401353196;"9";268;4;1;0.76;-0.37;1.4;-0.37;1.43
"S. Kang";401353196;"32";272;4;1;0.35;0.04;-0.68;0.72;0.43
"S. Kim";401353196;"76";288;4;1;0.22;-1.31;-1.18;-1.29;-3.57
"S. Kim";401353196;"76";288;4;1;0.06;0.47;-0.27;0.1;0.35
"S. Lowry";401353196;"54";276;4;1;-1.28;-0.38;0.01;1.09;-0.57
"S. Munoz";401353196;"49";275;4;1;-0.13;0.28;-0.12;-0.34;-0.32
"S. Scheffler";401353196;"38";273;4;1;-1.47;0.52;0.23;0.9;0.18
"T. Finau";401353196;"45";274;4;1;0.5;0.61;0.29;-1.46;-0.07
"T. Fleetwood";401353196;"38";273;4;1;0.12;-0.23;0.73;-0.43;0.18
"T. Gooch";401353196;"5";267;4;1;-0.36;1.31;0.3;0.42;1.68
"T. Hatton";401353196;"18";270;4;1;-0.79;0.44;0.4;0.89;0.93
"T. Hoge";401353196;"32";272;4;1;-0.67;0.84;0.43;-0.17;0.43
"V. Hovland";401353196;"18";270;4;1;0.64;-0.22;-0.88;1.39;0.93
"W. Simpson";401353196;"14";269;4;1;-0.43;-0.66;1.42;0.85;1.18
"X. Schauffele";401353196;"18";270;4;1;0.05;0.72;0.15;0.01;0.93
"A. Ancer";401353195;"NA";144;2;0;1.03;-3.08;-0.42;-0.74;-3.22
"A. Hadwin";401353195;"6";266;4;1;-0.22;1.29;0.55;0.89;2.5
"A. Lahiri";401353195;"64";278;4;1;0.6;-0.97;0.31;-0.44;-0.5
"A. Landry";401353195;"NA";143;2;0;-0.03;-1.13;-0.13;-1.43;-2.72
"A. Long";401353195;"NA";140;2;0;-0.89;-1.36;-0.44;1.47;-1.22
"A. Putnam";401353195;"11";268;4;1;-0.46;1.58;-0.1;0.98;2.0
"A. Rai";401353195;"NA";139;2;0;-0.66;0.15;0.19;-0.4;-0.72
"A. Schenk";401353195;"3";265;4;1;-0.27;1.23;-0.36;2.16;2.75
"A. Scott";401353195;"35";273;4;1;-0.45;1.13;-0.25;0.33;0.75
"A. Smalley";401353195;"47";276;4;1;0.41;0.08;-0.31;-0.18;0.0
"A. Svensson";401353195;"NA";144;2;0;-0.07;-1.77;0.14;-1.52;-3.22
"A. Wise";401353195;"8";267;4;1;0.39;0.83;0.57;0.46;2.25
"B. Burgoon";401353195;"NA";144;2;0;-0.7;-0.88;-1.65;0.01;-3.22
"B. Garnett";401353195;"NA";138;2;0;0.44;-1.27;0.55;0.06;-0.22
"B. Gay";401353195;"NA";208;3;1;-1.14;-0.33;0.74;0.44;-0.28
"B. Haas";401353195;"72";286;4;1;-0.1;-1.51;-0.65;-0.23;-2.5
"B. Hagy";401353195;"56";277;4;1;-0.04;-1.02;0.49;0.32;-0.25
"B. Harman";401353195;"NA";138;2;0;0.05;-0.8;0.32;0.22;-0.22
"B. Koepka";401353195;"67";280;4;1;0.35;-0.46;-0.14;-0.74;-1.0
"B. Snedeker";401353195;"NA";138;2;0;-0.6;0.04;0.34;0.0;-0.22
"B. Steele";401353195;"NA";138;2;0;0.28;-0.14;-0.1;-0.27;-0.22
"B. Stuard";401353195;"NA";139;2;0;-0.26;0.1;-0.04;-0.52;-0.72
"B. Wu";401353195;"NA";142;2;0;-0.85;-1.71;-1.07;1.41;-2.22
"C. Conners";401353195;"40";274;4;1;1.13;-1.72;-0.25;1.35;0.5
"C. Davis";401353195;"27";272;4;1;0.61;0.85;-0.05;-0.41;1.0
"C. Hadley";401353195;"27";272;4;1;-0.27;-0.14;0.13;1.28;1.0
"C. Hoffman";401353195;"44";275;4;1;-0.25;0.27;-0.21;0.44;0.25
"C. Howell III";401353195;"47";276;4;1;0.58;-0.76;0.72;-0.53;0.0
"C. Ortiz";401353195;"47";276;4;1;0.74;0.27;-1.0;-0.01;0.0
"C. Reavie";401353195;"NA";139;2;0;-0.12;-0.82;0.25;-0.03;-0.72
"C. Schwartzel";401353195;"NA";140;2;0;-1.28;-0.61;0.3;0.37;-1.22
"C. Thompson";401353195;"NA";144;2;0;-0.93;-2.7;1.61;-1.21;-3.22
"C. Tringale";401353195;"56";277;4;1;0.11;-0.23;-0.8;0.68;-0.25
"C. Villegas";401353195;"35";273;4;1;-0.55;0.79;0.6;-0.09;0.75
"C. Young";401353195;"NA";138;2;0;1.43;-0.08;0.48;-2.04;-0.22
"D. Frittelli";401353195;"NA";139;2;0;-1.0;-0.89;0.53;0.64;-0.72
"D. Ghim";401353195;"40";274;4;1;-0.73;0.72;0.07;0.45;0.5
"D. McCarthy";401353195;"NA";138;2;0;0.31;0.63;0.01;-1.17;-0.22
"D. Redman";401353195;"NA";141;2;0;-0.98;0.02;-0.17;-0.6;-1.72
"D. Riley";401353195;"56";277;4;1;0.09;0.21;-0.16;-0.38;-0.25
"D. Willett";401353195;"21";270;4;1;0.42;-0.16;1.28;-0.03;1.5
"E. Grillo";401353195;"47";276;4;1;0.29;0.22;-0.88;0.37;0.0
"F. Molinari";401353195;"67";280;4;1;0.07;-1.15;0.49;-0.41;-1.0
"G. Higgo";401353195;"NA";138;2;0;-0.51;0.23;-0.08;0.15;-0.22
"G. Sigg";401353195;"47";276;4;1;-0.4;0.07;-0.12;0.45;0.0
"H. Buckley";401353195;"8";267;4;1;0.63;0.91;0.14;0.57;2.25
"H. English";401353195;"NA";140;2;0;-0.03;1.04;0.74;-2.98;-1.22
"H. Higgs";401353195;"27";272;4;1;0.5;0.15;0.49;-0.14;1.0
"H. Lebioda";401353195;"NA";140;2;0;-1.08;-0.62;-0.18;0.66;-1.22
"H. Matsuyama";401353195;"67";280;4;1;-0.18;-0.03;-0.24;-0.55;-1.0
"H. Norlander";401353195;"65";279;4;1;-0.1;0.01;0.32;-0.98;-0.75
"H. Swafford";401353195;"56";277;4;1;0.27;0.09;-0.18;-0.42;-0.25
"I. Poulter";401353195;"NA";143;2;0;0.72;-1.16;-0.59;-1.69;-2.72
"J. Blixt";401353195;"65";279;4;1;-0.58;-1.77;0.77;0.83;-0.75
"J. Bramlett";401353195;"NA";143;2;0;1.02;-1.93;0.33;-2.13;-2.72
"J. Dahmen";401353195;"24";271;4;1;0.63;0.93;0.14;-0.45;1.25
"J. Hahn";401353195;"NA";138;2;0;-0.41;-0.14;0.27;0.07;-0.22
"J. Herman";401353195;"NA";139;2;0;-0.97;-0.18;-0.04;0.47;-0.72
"J. Kokrak";401353195;"NA";138;2;0;-0.21;0.66;0.1;-0.78;-0.22
"J. Niemann";401353195;"40";274;4;1;-0.38;0.09;0.0;0.8;0.5
"J. Poston";401353195;"NA";138;2;0;0.07;0.89;0.15;-1.33;-0.22
"J. Spaun";401353195;"35";273;4;1;-0.46;0.33;-0.77;1.65;0.75
"J. Walker";401353195;"24";271;4;1;0.13;0.59;0.97;-0.44;1.25
"K. Chappell";401353195;"NA";149;2;0;-0.18;-3.16;-0.49;-1.88;-5.72
"K. Kisner";401353195;"NA";140;2;0;-0.27;-0.23;-1.57;0.85;-1.22
"K. Kraft";401353195;"NA";69;1;0;-2.55;0.26;0.06;1.61;-0.63
"K. Lee";401353195;"14";269;4;1;0.97;0.34;0.17;0.28;1.75
"K. Mitchell";401353195;"NA";138;2;0;0.66;0.22;0.89;-1.99;-0.22
"K. Stanley";401353195;"NA";140;2;0;-0.43;1.6;-0.14;-2.25;-1.22
"K. Streelman";401353195;"47";276;4;1;-0.23;-0.36;-0.08;0.67;0.0
"K. Tway";401353195;"NA";146;2;0;-0.78;-1.22;0.5;-2.71;-4.22
"K. Westmoreland";401353195;"NA";143;2;0;-0.83;-0.72;-0.58;-0.92;-2.91
"L. Glover";401353195;"67";280;4;1;0.69;0.3;-0.41;-1.58;-1.0
"L. Griffin";401353195;"6";266;4;1;-0.58;1.14;0.53;1.41;2.5
"L. Hodges";401353195;"27";272;4;1;0.58;-0.49;0.3;0.6;1.0
"L. List";401353195;"NA";139;2;0;-0.38;0.89;-0.31;-0.92;-0.72
"L. Oosthuizen";401353195;"14";269;4;1;0.34;1.2;0.68;-0.47;1.75
"M. Hubbard";401353195;"44";275;4;1;-0.16;0.48;0.76;-0.83;0.25
"M. Jones";401353195;"27";272;4;1;0.18;0.34;0.84;-0.35;1.0
"M. Kuchar";401353195;"35";273;4;1;-0.22;0.84;0.18;-0.04;0.75
"M. Laird";401353195;"11";268;4;1;-0.48;0.82;0.74;0.92;2.0
"M. Leishman";401353195;"3";265;4;1;0.3;0.31;0.26;1.88;2.75
"M. McNealy";401353195;"NA";138;2;0;1.05;0.12;-0.25;-1.14;-0.22
"M. NeSmith";401353195;"14";269;4;1;-0.43;1.6;0.52;0.07;1.75
"M. Pereira";401353195;"40";274;4;1;1.09;1.32;-0.94;-0.96;0.5
"M. Thompson";401353195;"56";277;4;1;-0.25;-1.16;0.71;0.45;-0.25
"M. Trainer";401353195;"NA";139;2;0;-0.76;0.2;0.22;-0.38;-0.72
"M. Wallace";401353195;"14";269;4;1;0.21;1.1;0.12;0.31;1.75
"M. Wolff";401353195;"2";264;4;1;-0.25;0.96;0.57;1.72;3.0
"N. Lashley";401353195;"35";273;4;1;-0.06;-0.28;-0.41;1.5;0.75
"N. Taylor";401353195;"47";276;4;1;0.3;-0.96;0.61;0.04;0.0
"N. Watney";401353195;"56";277;4;1;-0.38;0.16;-0.25;0.23;-0.25
"P. Casey";401353195;"NA";139;2;0;0.32;0.42;-0.21;-1.24;-0.72
"P. Kizzire";401353195;"NA";142;2;0;0.43;-1.09;-1.57;0.01;-2.22
"P. Malnati";401353195;"NA";141;2;0;-1.67;0.68;1.09;-1.82;-1.72
"P. Perez";401353195;"NA";67;1;0;-0.49;1.56;-1.12;1.43;1.37
"P. Reed";401353195;"NA";146;2;0;-0.79;-2.21;-0.87;-0.36;-4.22
"R. Fowler";401353195;"NA";138;2;0;-0.12;-0.58;0.24;0.23;-0.22
"R. Henley";401353195;"21";270;4;1;-0.29;1.82;0.3;-0.33;1.5
"R. Hojgaard";401353195;"NA";138;2;0;-0.29;-0.61;1.13;-0.45;-0.22
"R. Knox";401353195;"NA";143;2;0;0.41;0.37;-0.71;-2.79;-2.72
"R. Moore";401353195;"NA";138;2;0;-0.33;0.8;0.53;-1.23;-0.22
"R. Palmer";401353195;"NA";142;2;0;1.04;-0.67;-0.26;-2.33;-2.22
"R. Sabbatini";401353195;"3";265;4;1;0.28;0.81;1.52;0.14;2.75
"R. Sloan";401353195;"NA";140;2;0;0.87;-1.02;0.33;-1.4;-1.22
"R. Streb";401353195;"27";272;4;1;0.06;-0.09;-0.35;1.39;1.0
"R. Werenski";401353195;"47";276;4;1;0.16;-0.2;-0.32;0.36;0.0
"S. Burns";401353195;"14";269;4;1;0.92;0.69;0.42;-0.29;1.75
"S. Cink";401353195;"NA";144;2;0;-0.92;-0.78;-0.71;-0.81;-3.22
"S. Im";401353195;"1";260;4;1;0.64;1.36;0.62;1.38;4.0
"S. Jaeger";401353195;"NA";141;2;0;-0.71;-0.31;0.57;-1.26;-1.72
"S. Kang";401353195;"27";272;4;1;-0.38;0.74;-0.46;1.09;1.0
"S. Kim";401353195;"NA";142;2;0;-0.35;-0.17;-1.0;-0.7;-2.22
"S. Munoz";401353195;"NA";145;2;0;-0.1;-1.53;-1.21;-0.89;-3.72
"S. Noh";401353195;"NA";72;1;0;-1.8;1.39;-2.4;-0.81;-3.63
"S. Piercy";401353195;"NA";140;2;0;-0.04;0.24;0.58;-2.0;-1.22
"S. Power";401353195;"21";270;4;1;0.13;1.63;0.0;-0.26;1.5
"S. Reeves";401353195;"NA";138;2;0;0.8;-0.52;0.3;-0.81;-0.22
"S. Ryder";401353195;"NA";141;2;0;0.09;-0.96;-1.42;0.58;-1.72
"S. Scheffler";401353195;"NA";141;2;0;0.65;-1.46;-1.53;0.62;-1.72
"S. Stallings";401353195;"NA";139;2;0;0.64;-0.85;-0.64;0.14;-0.72
"S. Straka";401353195;"NA";146;2;0;-0.97;-1.14;-1.3;-0.81;-4.22
"S. Theegala";401353195;"NA";138;2;0;0.54;0.5;0.43;-1.7;-0.22
"T. Gooch";401353195;"11";268;4;1;-0.3;1.41;1.1;-0.21;2.0
"T. Hoge";401353195;"14";269;4;1;-0.33;0.83;0.49;0.76;1.75
"T. McCumber";401353195;"NA";138;2;0;-0.72;0.52;-0.66;0.64;-0.22
"T. Merritt";401353195;"NA";139;2;0;-0.59;1.27;-0.83;-0.57;-0.72
"T. Moore";401353195;"NA";271;4;1;0.24;-0.8;0.14;1.66;1.25
"T. Mullinax";401353195;"56";277;4;1;0.04;-0.06;-0.57;0.34;-0.25
"T. Pendrith";401353195;"47";276;4;1;0.43;-0.89;0.12;0.34;0.0
"V. Hovland";401353195;"44";275;4;1;1.35;1.32;-2.23;-0.2;0.25
"W. Clark";401353195;"56";277;4;1;0.33;-1.71;0.44;0.69;-0.25
"W. McGirt";401353195;"NA";140;2;0;-0.43;-1.09;0.32;-0.01;-1.22
"W. Simpson";401353195;"NA";138;2;0;-0.28;0.43;0.2;-0.57;-0.22
"W. Zalatoris";401353195;"NA";140;2;0;0.04;0.26;-0.31;-1.22;-1.22
"Z. Johnson";401353195;"NA";143;2;0;-0.06;-1.02;-0.63;-1.01;-2.72
"A. Cook";401353194;"67";284;4;1;0.14;-0.7;-0.01;-0.71;-1.29
"A. Hadwin";401353194;"45";278;4;1;-0.46;0.11;0.03;0.53;0.21
"A. Lahiri";401353194;"NA";140;2;0;0.24;0.34;-0.13;-0.29;0.16
"A. Landry";401353194;"4";268;4;1;0.32;0.87;0.08;1.43;2.71
"A. Long";401353194;"29";274;4;1;-0.61;0.4;-0.04;1.46;1.21
"A. Ogletree";401353194;"51";279;4;1;-0.71;0.46;0.35;-0.14;-0.04
"A. Putnam";401353194;"NA";148;2;0;-0.33;-0.77;-0.21;-2.53;-3.84
"A. Rai";401353194;"NA";144;2;0;-0.05;-0.13;0.47;-2.13;-1.84
"A. Schenk";401353194;"NA";140;2;0;-0.31;0.4;-0.68;0.74;0.16
"A. Smalley";401353194;"31";275;4;1;-0.67;0.72;1.06;-0.15;0.96
"A. Svensson";401353194;"NA";143;2;0;-0.3;0.73;-0.72;-1.05;-1.34
"A. Wise";401353194;"26";273;4;1;0.7;-0.62;1.44;-0.06;1.46
"B. Burgoon";401353194;"NA";143;2;0;-0.27;-1.2;0.81;-0.68;-1.34
"B. Garnett";401353194;"56";280;4;1;0.61;0.23;-0.48;-0.66;-0.29
"B. Gay";401353194;"NA";144;2;0;-0.7;-2.23;0.71;0.38;-1.84
"B. Haas";401353194;"NA";141;2;0;0.28;-0.48;0.47;-0.61;-0.34
"B. Hagy";401353194;"58";281;4;1;0.47;-0.89;-0.15;0.03;-0.54
"B. Snedeker";401353194;"NA";142;2;0;-1.15;0.2;0.01;0.1;-0.84
"B. Steele";401353194;"17";272;4;1;0.29;0.56;0.11;0.76;1.71
"B. Stuard";401353194;"NA";140;2;0;-0.48;0.26;0.39;-0.01;0.16
"B. Todd";401353194;"NA";142;2;0;-0.53;-1.58;-0.19;1.46;-0.84
"B. Van Pelt";401353194;"NA";145;2;0;1.0;-0.86;-2.23;-0.26;-2.34
"B. Wu";401353194;"NA";140;2;0;-0.24;0.65;-0.93;0.68;0.16
"C. Conners";401353194;"17";272;4;1;0.75;0.85;0.09;0.01;1.71
"C. Davis";401353194;"NA";146;2;0;-0.33;-0.57;-0.98;-0.96;-2.84
"C. Gribble";401353194;"NA";147;2;0;0.06;-3.6;1.09;-0.89;-3.34
"C. Hadley";401353194;"45";278;4;1;-0.1;-0.29;0.81;-0.21;0.21
"C. Hoffman";401353194;"39";277;4;1;-0.39;0.37;0.46;0.01;0.46
"C. Kirk";401353194;"35";276;4;1;0.1;0.5;0.51;-0.4;0.71
"C. Ortiz";401353194;"NA";142;2;0;-0.62;0.72;-0.37;-0.58;-0.84
"C. Reavie";401353194;"NA";143;2;0;-0.91;2.34;-1.09;-1.69;-1.34
"C. Thompson";401353194;"NA";141;2;0;-0.23;-0.18;-0.87;0.94;-0.34
"C. Tringale";401353194;"11";270;4;1;0.18;0.8;0.53;0.91;2.42
"C. Villegas";401353194;"NA";144;2;0;-0.79;-1.13;-0.1;0.18;-1.84
"C. Young";401353194;"2";267;4;1;0.77;0.28;0.57;1.34;2.96
"D. Frittelli";401353194;"39";277;4;1;-0.45;0.62;0.55;-0.26;0.46
"D. Ghim";401353194;"58";281;4;1;-0.58;0.48;-0.29;-0.15;-0.54
"D. Lipsky";401353194;"NA";144;2;0;0.7;0.04;0.07;-2.64;-1.84
"D. McCarthy";401353194;"17";272;4;1;0.1;-0.22;0.94;0.9;1.71
"D. Redman";401353194;"56";280;4;1;-0.43;-0.23;-0.44;0.81;-0.29
"D. Riley";401353194;"NA";140;2;0;-0.06;0.06;0.28;-0.12;0.16
"D. Thompson";401353194;"35";276;4;1;0.51;0.16;0.41;-0.37;0.71
"D. Wu";401353194;"NA";140;2;0;0.65;0.78;-0.48;-0.79;0.16
"E. Grillo";401353194;"39";277;4;1;0.79;0.85;-0.67;-0.51;0.46
"G. Sigg";401353194;"NA";147;2;0;-0.16;-1.48;-0.39;-1.31;-3.34
"G. Woodland";401353194;"NA";140;2;0;0.51;0.19;-0.44;-0.1;0.16
"H. Buckley";401353194;"4";268;4;1;0.79;0.24;0.41;1.27;2.71
"H. Swafford";401353194;"NA";140;2;0;0.17;0.36;-0.59;0.22;0.16
"H. Varner III";401353194;"11";270;4;1;0.1;0.59;-0.01;1.53;2.21
"J. Augenstein";401353194;"NA";145;2;0;0.68;-1.01;-1.11;-0.9;-2.34
"J. Blixt";401353194;"NA";147;2;0;0.3;-1.82;0.3;-2.13;-3.34
"J. Bramlett";401353194;"58";281;4;1;0.46;0.94;-0.47;-1.47;-0.54
"J. Dahmen";401353194;"51";279;4;1;-0.63;0.15;-0.59;1.04;-0.04
"J. Huh";401353194;"63";282;4;1;-0.42;-0.28;0.16;-0.24;-0.79
"J. Poston";401353194;"NA";141;2;0;-0.27;-0.56;0.77;-0.28;-0.34
"J. Spaun";401353194;"68";287;4;1;-0.19;-1.69;0.34;-0.51;-2.04
"J. Walker";401353194;"45";278;4;1;-1.16;0.97;-0.48;0.87;0.21
"K. Aphibarnrat";401353194;"NA";144;2;0;-0.38;0.1;-1.06;-0.5;-1.84
"K. Bradley";401353194;"NA";141;2;0;0.04;0.49;-0.52;-0.35;-0.34
"K. Chappell";401353194;"NA";143;2;0;-0.28;0.46;-0.58;-0.94;-1.34
"K. Hickok";401353194;"NA";142;2;0;0.13;-0.11;0.94;-1.81;-0.84
"K. Kitayama";401353194;"45";278;4;1;-0.16;1.42;-0.9;-0.16;0.21
"K. Kraft";401353194;"NA";150;2;0;-1.54;-2.23;0.05;-1.12;-4.84
"K. Lee";401353194;"NA";142;2;0;0.83;-0.32;-0.09;-1.26;-0.84
"K. Mitchell";401353194;"NA";144;2;0;0.94;-1.2;0.62;-2.2;-1.84
"K. Reifers";401353194;"35";276;4;1;0.08;0.29;-0.09;0.43;0.71
"K. Stadler";401353194;"NA";161;2;0;-1.37;-2.62;-1.09;-5.27;-10.34
"K. Streelman";401353194;"31";275;4;1;0.75;0.55;-0.53;0.2;0.96
"K. Tway";401353194;"NA";146;2;0;0.19;-3.38;0.81;-0.46;-2.84
"L. Glover";401353194;"58";281;4;1;0.12;0.74;-0.77;-0.63;-0.54
"L. Griffin";401353194;"NA";140;2;0;0.6;-0.36;-0.6;0.52;0.16
"L. Herbert";401353194;"NA";143;2;0;0.44;-2.88;0.97;0.12;-1.34
"L. Hodges";401353194;"45";278;4;1;0.28;0.56;0.06;-0.69;0.21
"L. List";401353194;"17";272;4;1;1.04;0.48;0.69;-0.5;1.71
"M. Gligic";401353194;"NA";145;2;0;-0.69;0.19;0.12;-1.97;-2.34
"M. Laird";401353194;"NA";140;2;0;1.14;0.04;0.46;-1.48;0.16
"M. NeSmith";401353194;"NA";148;2;0;-0.8;-0.42;-0.14;-2.48;-3.84
"M. Pereira";401353194;"31";275;4;1;0.55;1.39;0.19;-1.18;0.96
"M. Schwab";401353194;"NA";140;2;0;0.41;0.0;-1.77;1.51;0.16
"M. Thompson";401353194;"51";279;4;1;-0.43;-0.23;-0.38;1.01;-0.04
"M. Trainer";401353194;"NA";146;2;0;-0.23;-2.52;-1.13;1.04;-2.84
"M. Wallace";401353194;"NA";146;2;0;0.48;-0.17;-0.97;-2.18;-2.84
"M. Wolff";401353194;"17";272;4;1;0.59;0.38;0.46;0.28;1.71
"N. Hardy";401353194;"26";273;4;1;0.66;0.66;-0.18;0.32;1.46
"N. Lashley";401353194;"17";272;4;1;-0.01;-0.45;0.08;2.09;1.71
"N. Taylor";401353194;"NA";144;2;0;-0.02;-2.17;0.71;-0.36;-1.84
"N. Watney";401353194;"2";267;4;1;0.25;0.05;-0.28;2.89;2.97
"P. Barjon";401353194;"39";277;4;1;0.45;-0.21;-0.65;0.86;0.46
"P. Kizzire";401353194;"NA";145;2;0;-0.08;-0.2;-1.11;-0.95;-2.34
"P. Malnati";401353194;"51";279;4;1;-0.23;0.87;-0.02;-0.67;-0.04
"P. Rodgers";401353194;"NA";140;2;0;0.52;-0.29;-0.6;0.53;0.16
"Q. Cummins";401353194;"NA";141;2;0;1.09;0.32;-0.05;-1.7;-0.34
"R. Armour";401353194;"NA";143;2;0;-0.04;-0.45;-0.1;-0.76;-1.34
"R. Knox";401353194;"29";274;4;1;-0.49;0.55;0.64;0.51;1.21
"R. Moore";401353194;"39";277;4;1;-0.66;0.73;0.01;0.38;0.46
"R. Sabbatini";401353194;"NA";141;2;0;-0.86;-1.23;1.3;0.45;-0.34
"R. Sloan";401353194;"14";271;4;1;-0.34;1.18;0.16;0.96;1.96
"R. Streb";401353194;"NA";145;2;0;-1.68;0.78;-0.43;-1.01;-2.34
"R. Werenski";401353194;"NA";154;2;0;-2.05;-2.7;-0.84;-1.25;-6.84
"S. Burns";401353194;"1";266;4;1;1.54;2.07;0.09;-0.49;3.21
"S. Garcia";401353194;"NA";140;2;0;0.29;0.6;-0.09;-0.66;0.16
"S. Gutschewski";401353194;"NA";140;2;0;-0.53;0.26;0.84;-0.41;0.16
"S. Jaeger";401353194;"26";273;4;1;-0.68;0.19;1.07;0.88;1.46
"S. Kang";401353194;"65";283;4;1;-0.98;0.06;-0.75;0.63;-1.04
"S. Kim";401353194;"8";269;4;1;0.72;1.24;-0.29;0.78;2.46
"S. Noh";401353194;"NA";144;2;0;-2.12;0.13;-0.41;0.56;-1.84
"S. Piercy";401353194;"NA";146;2;0;-0.23;0.1;0.5;-3.21;-2.84
"S. Power";401353194;"NA";142;2;0;-0.23;-2.16;-0.53;2.07;-0.84
"S. Reeves";401353194;"8";269;4;1;1.19;0.07;0.07;1.14;2.46
"S. Ryder";401353194;"51";279;4;1;-0.36;0.3;-0.45;0.48;-0.04
"S. Saunders";401353194;"NA";153;2;0;0.41;-2.76;-1.8;-2.19;-6.34
"S. Stallings";401353194;"NA";143;2;0;0.53;-0.72;-0.07;-1.09;-1.34
"S. Theegala";401353194;"8";269;4;1;0.59;0.28;0.77;0.77;2.42
"T. Duncan";401353194;"14";271;4;1;0.65;0.01;0.63;0.68;1.96
"T. Hoge";401353194;"NA";142;2;0;-0.02;1.99;-0.45;-2.36;-0.84
"T. McCumber";401353194;"NA";141;2;0;-0.23;-0.58;0.8;-0.33;-0.34
